"","(Intercept)","living_area","year_sold","mod$coefficients[4:n]","neighborhood","neighborhood_num"
"59",141374.972516129,71.4716580373283,13766.2930038246,93623.3355545466,"neighborhood0290","0290"
"60",141374.972516129,71.4716580373283,13766.2930038246,39286.0307067586,"neighborhood0295","0295"
"61",141374.972516129,71.4716580373283,13766.2930038246,5319.41366665912,"neighborhood0300","0300"
"62",141374.972516129,71.4716580373283,13766.2930038246,66842.8669389742,"neighborhood0301","0301"
"63",141374.972516129,71.4716580373283,13766.2930038246,2092.1200654212,"neighborhood0302","0302"
"64",141374.972516129,71.4716580373283,13766.2930038246,93215.1573682496,"neighborhood0303","0303"
"65",141374.972516129,71.4716580373283,13766.2930038246,-9562.39317828983,"neighborhood0304","0304"
"66",141374.972516129,71.4716580373283,13766.2930038246,14733.2412124982,"neighborhood0307","0307"
"67",141374.972516129,71.4716580373283,13766.2930038246,10142.0862842965,"neighborhood0310","0310"
"68",141374.972516129,71.4716580373283,13766.2930038246,31320.6980023845,"neighborhood0311","0311"
"69",141374.972516129,71.4716580373283,13766.2930038246,123485.539615898,"neighborhood0315","0315"
"70",141374.972516129,71.4716580373283,13766.2930038246,-4488.08585505085,"neighborhood0320","0320"
"71",141374.972516129,71.4716580373283,13766.2930038246,40475.1023563886,"neighborhood0321","0321"
"72",141374.972516129,71.4716580373283,13766.2930038246,33136.3076773634,"neighborhood0322","0322"
"73",141374.972516129,71.4716580373283,13766.2930038246,139430.837004223,"neighborhood0325","0325"
"74",141374.972516129,71.4716580373283,13766.2930038246,113238.37027171,"neighborhood0330","0330"
"75",141374.972516129,71.4716580373283,13766.2930038246,-3920.98019509919,"neighborhood0340","0340"
"76",141374.972516129,71.4716580373283,13766.2930038246,109804.336871774,"neighborhood0344","0344"
"77",141374.972516129,71.4716580373283,13766.2930038246,40201.4059803217,"neighborhood0347","0347"
"78",141374.972516129,71.4716580373283,13766.2930038246,24501.1325444208,"neighborhood0350","0350"
"79",141374.972516129,71.4716580373283,13766.2930038246,-42515.3693812768,"neighborhood0360","0360"
"80",141374.972516129,71.4716580373283,13766.2930038246,-9549.91059946794,"neighborhood0370","0370"
"81",141374.972516129,71.4716580373283,13766.2930038246,189856.08446316,"neighborhood0371","0371"
"82",141374.972516129,71.4716580373283,13766.2930038246,70555.2053477558,"neighborhood0380","0380"
"83",141374.972516129,71.4716580373283,13766.2930038246,-4313.48625288513,"neighborhood0381","0381"
"84",141374.972516129,71.4716580373283,13766.2930038246,164744.911543429,"neighborhood0382","0382"
"85",141374.972516129,71.4716580373283,13766.2930038246,91265.7302776139,"neighborhood0385","0385"
"86",141374.972516129,71.4716580373283,13766.2930038246,78865.0268496756,"neighborhood0389","0389"
"87",141374.972516129,71.4716580373283,13766.2930038246,-64791.8426423728,"neighborhood0390","0390"
"88",141374.972516129,71.4716580373283,13766.2930038246,96582.0432132884,"neighborhood0396","0396"
